Heart disease_number,COPD_number,CKD_number,anycondition_number,60-69,High school diploma only 2014-18,Population Aged 60+,70-79,diabetes_number,Obesity_number,county_pop2018_18 and older,TOT_POP,POP_ESTIMATE_2018,50-59,Total Population,Some college or associate's degree 2014-18,Civilian_labor_force_2018,Employed_2018,80+,40-49,White-alone pop,19-Oct,0-9,20-29,30-39,Unemployed_2018,Family Medicine/General Practice Primary Care (2019),POVALL_2018,Total nurse practitioners (2019),Total Specialist Physicians (2019),Bachelor's degree or higher 2014-18,Total physician assistants (2019),Internal Medicine Primary Care (2019),Less than a high school diploma 2014-18,Total Hospitals (2019),ICU Beds_x,GQ_ESTIMATES_2018,Two or more races pop,Black-alone pop,Asian-alone pop,Native American/American Indian-alone pop,N_POP_CHG_2018,Hawaiian/Pacific Islander-alone pop,% Asian-alone,Percent of adults with a bachelor's degree or higher 2014-18,Obesity_Upper 95% CI,Heart disease_prevalence,Heart disease_Upper 95% CI,Percent of adults with a high school diploma only 2014-18,Urban_rural_code
2157,1699,875,13484,4573,7804,8651,2602,3076,11212,29900,39316,39316,4870,38637,8504,20891,20300,2044,4183,34800,5224,5272,5315,5233,591,24.10917273,4195,21.0788146,42.69239828,7497,18.00389239,15.10722653,1746,2.540153134,10,1370,827,1022,1225,1353,3,89,3.115779835,29.3,38.9,7.2,8.0,30.5,5
339,278,134,1769,738,1091,1351,345,450,1364,3864,5229,5229,715,5280,1140,2536,2467,308,542,4480,764,728,520,569,69,3.206502803,807,2.80346733,5.678058567,881,2.394504865,2.00925037,443,0.337838558,0,132,182,29,20,516,-92,2,0.38248231,24.8,37.1,8.8,9.8,30.7,6
134,140,57,742,157,414,240,79,223,563,1234,2036,2036,167,2048,317,709,667,31,213,322,394,462,291,242,42,1.24850635,925,1.091577641,2.210848583,98,0.932341156,0.782335772,212,0.131543183,0,3,50,16,1,1645,21,2,0.049115914,9.4,47.3,10.9,11.7,39.8,6
703,587,270,3539,1497,2935,2751,905,939,2649,7746,10222,10222,1387,10194,1925,5050,4885,453,1023,9580,1362,1326,1065,1204,165,6.268286794,1442,5.480406014,11.09984981,1435,4.680938752,3.927817418,656,0.660429477,0,111,273,62,46,249,120,12,0.450009783,20.6,36.0,9.1,10.0,42.2,6
108,77,41,477,230,399,487,158,132,352,1158,1377,1377,258,1443,253,792,761,145,109,1341,124,122,109,122,31,0.844397468,149,0.738262481,1.495254666,311,0.630566686,0.529114125,117,0.088966092,0,0,12,4,6,14,3,0,0.435729848,28.8,32.4,9.3,10.7,36.9,6
665,555,260,3128,1072,2196,2183,700,909,2350,6563,9338,9338,1130,9319,1852,3872,3747,535,904,5949,1357,1648,1030,962,125,5.726204469,1857,5.00645973,10.13993324,1003,4.276130509,3.588139215,694,0.603315443,0,589,321,45,25,2997,-87,1,0.267723281,17.5,37.2,10.1,11.0,38.2,6
246,200,95,1192,551,999,1071,313,319,901,2773,3739,3739,473,3642,795,1892,1817,209,323,3585,386,651,438,395,75,2.292812006,440,2.004621218,4.060099633,460,1.71219233,1.436715841,222,0.24157169,0,489,37,75,24,18,53,0,0.641882856,18.6,34.3,8.9,9.9,40.3,6
595,512,263,4233,1274,1510,2187,672,860,3441,11585,14041,14041,1214,13907,1793,7250,7041,419,1128,12462,2293,1420,4269,1352,209,8.610156024,2314,7.527918298,15.24681972,3372,6.429765312,5.395273368,286,0.907169858,0,2254,352,239,405,571,20,12,2.884409942,48.4,32.0,5.1,5.6,21.7,5
1618,1292,635,9084,3454,6971,6325,1976,2160,7473,21291,28015,28015,3724,27963,6381,15356,14890,1459,3193,26426,3698,3635,3408,3468,466,17.17922662,3115,15.01991533,30.42088559,4085,12.82884946,10.7648019,1515,1.810010938,8,381,436,175,214,762,-68,2,0.763876495,21.6,36.6,7.6,8.4,36.8,5
317,296,128,1565,384,791,665,219,484,1229,2627,4165,4165,483,4177,738,1379,1322,99,383,1252,805,848,497,447,57,2.554041724,1394,2.233016146,4.522683865,392,1.907269605,1.600406921,390,0.269094969,0,1,138,20,22,2731,-42,2,0.528211285,17.0,48.2,12.1,13.0,34.2,6
708,528,270,3292,1960,2076,3144,1146,928,2444,7383,8726,8726,1425,8519,2613,4051,3888,493,886,8105,786,660,589,781,163,5.350916706,853,4.678343072,9.475375609,1701,3.995878649,3.352977381,402,0.563774958,0,252,192,50,56,321,60,2,0.641760257,25.0,35.0,9.6,10.6,30.6,4
1153,921,464,6149,2397,4116,4889,1447,1529,4804,15251,19790,19790,2535,19753,4995,10996,10706,1207,2052,18411,2668,2433,2699,2352,290,12.13553078,2290,10.61017756,21.4895351,3213,9.062392673,7.604334446,1116,1.278604907,8,771,391,181,127,663,-58,17,0.641738252,23.9,33.2,7.6,8.4,30.6,5
443,344,167,1989,905,1487,1761,544,563,1535,4264,5505,5505,713,5524,1226,2803,2684,427,531,4814,706,637,481,561,119,3.375750225,820,2.951441509,5.977761027,810,2.520892959,2.115303746,409,0.355670541,0,139,109,21,47,514,-10,0,0.853769301,20.6,37.8,10.4,11.6,37.8,6
270,213,106,1353,613,1139,1232,383,352,1087,3305,4337,4337,608,4282,894,2159,2063,273,440,4216,567,557,422,474,96,2.659514755,390,2.325231939,4.709454964,713,1.9860332,1.666498155,277,0.280207654,0,50,48,38,11,24,44,0,0.253631543,23.6,34.9,8.2,9.1,37.7,6
364,340,154,1989,471,1106,776,237,595,1621,3667,5904,5904,675,5709,1055,2213,2018,130,530,1236,998,1404,742,717,195,3.62042313,1514,3.165360703,6.411026541,496,2.703606182,2.268620039,446,0.381449387,0,19,255,30,12,4370,47,1,0.203252033,16.0,45.6,9.9,10.6,35.6,6
194,148,74,925,429,759,884,274,245,665,2180,2935,2935,393,2940,705,1576,1534,244,244,2795,392,419,260,280,42,1.799786905,340,1.573566,3.187053336,351,1.344018317,1.127777746,256,0.189626347,0,178,44,18,5,73,10,0,0.170357751,16.9,32.3,8.9,9.9,36.6,6
240,187,93,1154,565,951,1113,333,307,932,2949,3875,3875,574,3971,794,2100,2044,251,396,3732,470,525,369,392,56,2.376209287,421,2.077536031,4.207779106,687,1.774470521,1.488974026,262,0.250358465,0,420,40,12,46,45,-47,0,1.187096774,25.5,33.5,8.1,9.1,35.3,5
573,440,220,2683,1320,1650,2370,823,774,2000,5603,6758,6758,985,6783,2010,3011,2895,484,700,5910,705,588,591,562,116,4.144108996,850,3.623222837,7.338366762,1110,3.094676588,2.596770702,398,0.436625162,0,221,218,87,94,446,63,3,1.390944066,21.5,37.4,10.2,11.3,31.9,6
158,114,60,743,331,549,716,190,193,562,1740,2330,2330,301,2327,503,1098,1065,206,209,2277,274,349,236,234,33,1.428791648,332,1.24920231,2.530096856,477,1.066971952,0.895305673,119,0.150538122,0,497,12,12,15,14,0,0,0.643776824,28.9,34.4,9.1,10.3,33.3,6
442,350,171,2143,1046,2204,2044,605,589,1578,5538,7147,7147,1067,7133,1510,4449,4308,414,824,6868,899,866,704,722,141,4.382649748,707,3.831780648,7.76077349,881,3.272810532,2.746244481,465,0.461757922,0,104,92,48,26,107,-40,6,0.363789002,17.4,30.1,8.0,8.8,43.6,6
328,253,125,1488,632,1016,1353,431,414,1066,3220,4212,4212,526,4209,1014,2048,1981,337,439,3717,556,526,374,391,67,2.582862843,686,2.258214648,4.573720154,605,1.928792215,1.618466735,315,0.272131575,0,44,127,17,19,328,-6,4,0.451092118,20.5,34.9,10.2,11.3,34.4,6
157,124,58,705,301,642,605,199,193,517,1469,1918,1918,231,2084,460,1080,1052,144,170,1787,251,241,174,207,28,1.176146945,208,1.028313318,2.082714923,221,0.878305667,0.736994112,140,0.123919364,0,36,69,5,5,50,-10,2,0.260688217,15.1,37.1,10.7,11.8,43.9,6
295,242,118,1763,680,1552,1301,370,405,1407,4187,6111,6111,720,5911,1053,3243,3143,286,638,5953,1028,1055,695,639,100,3.747358697,549,3.276341338,6.635803386,746,2.798397252,2.348160071,320,0.394823375,0,245,52,31,22,52,85,1,0.360006546,20.3,35.2,7.1,7.8,42.3,6
225,164,87,1087,488,765,1048,268,278,812,2547,3262,3262,470,3303,881,1827,1785,330,291,3192,374,396,331,314,42,2.000308308,314,1.748883234,3.542135599,545,1.493760733,1.253427942,148,0.210753371,0,61,34,4,13,18,-19,1,0.39852851,23.3,33.8,8.8,10.0,32.7,6
152,131,62,938,483,791,758,205,217,736,2344,3376,3376,427,3404,717,1777,1695,58,389,3296,577,546,331,360,82,2.070214852,280,1.810003004,3.665925745,416,1.545964511,1.297232597,146,0.218118755,0,520,34,17,14,14,-35,1,0.414691943,20.1,33.5,6.5,7.2,38.2,5
73,59,29,395,190,300,338,82,98,319,959,1249,1249,185,1281,306,731,713,58,138,1180,153,160,136,147,18,0.765905909,131,0.669636775,1.35626222,238,0.571951918,0.479929951,68,0.080696186,0,29,25,12,3,29,8,0,0.240192154,26.1,35.2,7.6,8.5,32.9,6
947,747,386,5233,2264,3378,4017,1231,1325,4234,13399,17650,17650,2348,17572,3523,9890,9635,777,1967,14760,2155,2443,2094,2371,255,10.82325004,1590,9.462841533,19.16575516,4315,8.082427018,6.782036532,942,1.140342426,6,771,508,135,137,2102,-20,8,0.776203966,35.5,33.3,7.1,7.9,27.8,5
485,373,187,2303,973,1648,2187,604,598,1694,5500,7380,7380,894,7277,1455,3580,3478,631,800,7103,876,1143,734,725,102,4.525528912,784,3.956700879,8.013783176,1274,3.379507728,2.835775049,616,0.476811734,0,832,81,73,19,102,4,2,0.257452575,25.5,32.6,8.8,10.0,33.0,6
97,70,36,449,211,422,424,117,120,323,1017,1282,1282,167,1373,265,688,667,126,113,1130,152,138,134,124,21,0.786142014,128,0.68732934,1.39209621,222,0.587063537,0.492610246,77,0.082828271,0,38,31,7,3,110,-21,1,0.23400936,22.5,33.7,9.5,10.6,42.8,6
256,236,105,1107,316,623,660,182,373,870,2202,3307,3307,399,3275,538,1278,1215,122,305,1362,565,657,418,343,63,2.027902996,1070,1.773009459,3.59100013,384,1.514367487,1.270719253,324,0.213660759,0,42,169,40,5,1730,6,1,0.151194436,20.5,40.9,11.6,12.4,33.3,6
142,109,55,675,324,609,670,206,181,489,1563,2043,2043,238,2034,406,1120,1092,170,198,1989,237,269,156,245,28,1.252798857,280,1.095330609,2.218449733,310,0.935546651,0.785025532,168,0.131995443,0,176,25,8,4,14,10,3,0.195790504,20.8,33.3,9.1,10.1,40.8,6
62,48,24,305,152,257,252,85,82,232,722,928,928,143,740,166,556,541,63,94,842,99,120,77,95,15,0.569063798,122,0.497536371,1.007695229,145,0.424957069,0.356585264,36,0.059956814,0,0,38,3,0,42,2,3,0.0,24.0,34.2,8.6,9.6,42.5,6
324,244,123,1619,712,1342,1532,448,418,1225,3792,4919,4919,718,5000,1087,2675,2597,338,471,4734,566,650,488,528,78,3.01640606,432,2.637264448,5.341436239,805,2.252547224,1.890132448,307,0.317809881,0,203,76,23,31,54,-18,1,0.630209392,22.7,34.3,8.5,9.5,37.9,6
822,644,325,4315,2472,2978,3478,1132,1115,3369,10430,13057,13057,1833,12350,2125,6662,6435,514,1216,12409,1700,1428,1422,1340,227,8.006752169,1258,7.000358181,14.1783153,2824,5.979164282,5.017170028,664,0.843594961,0,878,198,148,133,162,265,7,1.018610707,32.9,34.2,7.9,8.8,34.7,6
1573,1227,627,8159,4185,5239,6595,2271,1997,6173,21141,25741,25741,3310,25018,5064,13076,12692,1287,2547,24024,3147,2389,3551,3054,384,15.78477503,3155,13.80073677,27.95159793,6067,11.78752147,9.891014299,1118,1.6630909,5,1074,494,214,382,607,135,20,1.48401383,34.7,30.8,7.4,8.3,30.0,5
2222,1769,939,16407,5816,7635,8390,3099,3327,12957,42342,58807,58807,6519,53147,11868,33445,32677,1694,7701,55642,8470,9126,7265,9117,768,36.06135213,2585,31.5286868,63.85725572,13882,26.92936463,22.59666982,1815,3.799440058,0,284,1015,899,797,423,2139,31,1.355280834,39.4,32.2,5.2,5.9,21.7,4
258,220,101,1355,471,915,850,273,372,1028,2698,3821,3821,482,3882,773,1712,1641,143,371,2153,559,661,440,421,71,2.34309566,794,2.048584561,4.149141669,475,1.749742416,1.468224453,237,0.246869598,0,38,131,28,12,1495,-62,2,0.314053913,19.8,39.5,9.6,10.4,38.1,6
312,253,124,1643,688,1234,1423,433,415,1310,4019,5546,5546,694,5515,1092,3083,3006,302,627,5337,783,854,564,601,77,3.400892053,514,2.973423181,6.022282045,846,2.539668002,2.131058051,443,0.358319495,0,312,69,48,14,74,35,4,0.252434187,23.4,34.4,7.8,8.6,34.1,4
197,147,73,813,334,581,820,249,236,575,1815,2407,2407,284,2366,595,1034,995,262,221,2349,303,332,194,228,39,1.476009227,379,1.290484961,2.613709499,287,1.102232398,0.924893027,290,0.155512987,0,347,23,18,9,6,-1,2,0.373909431,16.4,33.4,10.8,12.2,33.1,6
303,236,120,1607,746,1060,1287,404,409,1251,3921,5112,5112,634,4759,1168,2380,2289,267,483,4472,535,743,676,624,91,3.134756612,587,2.740739145,5.551010785,786,2.340927304,1.96429296,256,0.330279347,0,373,107,36,10,487,114,0,0.195618153,24.0,33.6,7.7,8.5,32.4,6
1348,1176,567,7945,3429,5482,5515,1810,1865,6265,21831,28294,28294,3492,27066,6555,14107,13643,917,2998,25611,3724,3431,4482,4011,464,17.35031369,2309,15.16949792,30.72384569,4864,12.95661133,10.87200803,992,1.828036748,3,791,902,577,322,849,312,33,1.13805047,27.2,30.0,6.2,6.8,30.6,4
181,169,73,849,243,465,457,131,257,647,1415,2042,2042,259,2062,379,758,721,76,186,797,340,349,278,180,37,1.252185642,699,1.094794471,2.217363854,171,0.935088724,0.78464128,237,0.131930835,0,49,120,6,5,1114,-25,0,0.244857982,13.7,47.1,12.8,13.7,37.1,6
147,114,57,721,340,558,606,173,191,551,1689,2213,2213,347,2255,497,1199,1166,153,203,2130,308,264,222,203,33,1.357045458,247,1.186474125,2.403049074,313,1.01339439,0.850348263,184,0.142978912,0,80,34,23,10,16,-1,0,0.451875282,20.2,34.6,8.7,9.7,36.0,6
8689,7047,3587,54357,20594,33305,32585,9712,12592,44442,143825,192876,192876,23407,183660,40496,110908,108017,6084,22422,165092,24857,28863,27540,29397,2891,118.2745142,18035,103.4082166,209.4398975,39068,88.32329708,74.11286562,9551,12.46145528,54,6274,4798,12664,4751,5364,2848,207,2.463240631,31.9,32.3,6.0,6.7,27.2,4
410,330,163,2166,847,1450,1527,512,562,1712,4865,6579,6579,936,6496,1628,4012,3891,324,693,5178,894,970,673,730,121,4.034343457,644,3.527254076,7.143994514,929,3.012707499,2.527989708,418,0.425060216,0,164,215,96,200,890,39,0,3.03997568,21.0,37.0,8.4,9.2,32.8,6
979,1034,434,4867,958,1827,1355,462,1607,3684,8985,14309,14309,1383,14291,2811,3581,3211,168,1396,762,2770,3025,2282,1865,370,8.774497725,7688,7.671603371,15.53783516,849,6.552489983,5.498252733,1732,0.924484973,0,92,234,44,23,13238,-55,8,0.160737997,11.8,42.6,10.9,11.8,25.3,6
6372,5206,2586,35239,15739,21310,24271,8240,8907,25924,86126,111729,111729,14250,108126,25682,56253,54533,4546,11942,92960,13826,14321,14478,14387,1720,68.51393223,14567,59.90219953,121.3241166,22814,51.1638237,42.93202038,4623,7.218658294,38,2571,4270,1626,1454,11305,1508,114,1.30136312,30.7,31.3,7.4,8.2,28.6,4
220,163,83,1025,459,762,874,300,276,714,2317,2922,2922,426,2964,755,1468,1426,227,293,2795,320,347,274,276,42,1.791815106,394,1.566596202,3.172936916,410,1.338065255,1.122782479,127,0.188786434,0,65,41,15,11,58,-31,2,0.376454483,20.0,32.6,9.5,10.5,37.1,6
160,117,61,732,348,603,860,242,201,534,1728,2207,2207,306,2318,563,1105,1066,209,187,2085,275,243,199,198,39,1.353366167,217,1.183257295,2.396533803,366,1.010646823,0.848042755,145,0.14259126,0,63,40,11,17,53,-5,1,0.770276393,21.8,32.8,9.3,10.5,36.0,6
758,627,298,3462,1275,2334,2568,866,1059,2677,7458,10447,10447,1325,10250,2338,4856,4647,551,989,5998,1462,1777,1196,1006,209,6.406260237,2173,5.601037139,11.34417247,1130,4.783972524,4.014273975,756,0.674966421,0,281,338,77,25,4008,140,1,0.239303149,17.2,37.3,10.2,11.0,35.6,6
146,117,57,751,364,664,686,169,196,577,1815,2429,2429,310,2366,529,1160,1126,127,252,2365,302,353,233,319,34,1.489499963,299,1.302280005,2.637598826,328,1.112306812,0.933346557,140,0.156934377,0,174,41,5,7,11,-25,0,0.288184438,19.7,33.7,8.1,8.9,40.0,6
401,319,157,2153,906,1631,1753,500,514,1586,5002,6495,6495,918,6478,1440,3238,3125,430,625,6203,869,759,684,804,113,3.982833372,781,3.482218457,7.052780722,990,2.974241557,2.495712594,403,0.419633091,0,405,66,44,6,175,-22,1,0.092378753,22.2,33.5,8.0,9.0,36.5,6
160,121,64,876,424,688,852,279,214,701,2291,3022,3022,397,2994,618,1829,1781,135,357,2707,406,385,297,342,48,1.853136636,235,1.620210035,3.281524764,651,1.383858042,1.161207615,123,0.195247298,0,0,78,21,8,208,28,0,0.264725348,31.3,32.4,7.0,7.8,33.1,5
93,67,36,463,248,316,375,131,121,352,1100,1392,1392,202,1390,320,817,796,93,135,1326,155,161,118,149,21,0.853595697,123,0.746304556,1.511542843,232,0.637435604,0.534877895,43,0.089935221,0,0,24,6,2,34,-17,0,0.143678161,25.5,34.0,8.4,9.3,34.7,5
678,704,296,3240,714,1464,1102,299,1120,2464,5965,10283,10283,883,10016,1613,3140,2946,172,907,894,2081,2569,1449,1209,194,6.305692928,4955,5.513110452,11.1660884,785,4.708872353,3.951256751,1097,0.664370604,0,28,246,60,269,8814,38,0,2.615968103,15.8,42.9,11.4,12.3,29.5,6
410,328,159,1872,702,1560,1628,507,535,1378,4214,5478,5478,801,5480,1108,3078,2999,387,560,4475,660,719,609,533,79,3.359193412,1061,2.936965774,5.948442308,830,2.508528907,2.104928959,362,0.353926108,0,131,150,29,21,803,28,0,0.383351588,21.5,34.5,9.7,10.7,40.4,6
508,398,202,2793,1125,1913,2273,691,680,2134,6370,8424,8424,1103,8242,2146,4695,4568,524,988,8168,1082,1128,780,1003,127,5.165725685,775,4.516429296,9.147440308,1342,3.85758443,3.23693347,380,0.54426315,0,153,91,49,18,94,110,4,0.213675214,23.2,35.4,8.0,8.9,33.1,4
805,639,328,4693,2086,2886,3448,1177,1111,3718,11840,15619,15619,2119,14929,3517,8149,7888,638,1915,14793,2102,2015,1705,1862,261,9.577809767,915,8.373944584,16.96033596,3174,7.152375501,6.001622017,850,1.009122286,0,89,247,196,246,131,372,6,1.575004802,30.4,33.1,6.8,7.6,27.7,4
376,287,145,1929,794,1498,1683,512,490,1326,4263,5587,5587,676,5502,1102,2235,2126,422,565,4393,726,727,569,596,109,3.42603388,812,2.995404852,6.066803063,902,2.558443045,2.146812357,384,0.360968449,4,152,180,26,187,800,26,1,3.347055665,23.2,32.7,8.8,9.8,38.5,6
1390,1122,559,7723,2989,5228,5565,1692,1870,6051,18009,22869,22869,3110,22660,4707,11826,11514,1261,2668,21024,2728,2671,2890,2860,312,14.02362069,2296,12.26094748,24.83295494,4467,10.4723526,8.787444388,1435,1.477534897,10,2295,407,487,207,733,170,11,0.905155451,28.2,35.3,7.7,8.6,33.0,5
209,207,89,1077,207,599,347,110,359,901,1968,2742,2742,378,2837,482,933,885,66,365,682,551,341,376,348,48,1.681436352,1201,1.470091302,2.97747879,260,1.255638237,1.053617234,253,0.17715688,0,0,104,13,12,1930,-12,1,0.437636762,16.3,47.3,10.6,11.5,37.6,6
5561,6489,2078,27933,10344,17882,19563,6527,8271,20960,60404,76482,76482,10807,75538,16292,34283,32995,3960,9433,70118,9154,8431,9071,8755,1288,28.08478156,12433,64.93617232,114.1353773,12661,13.46623476,40.52297323,7138,1.299175334,25,1184,1709,3076,1181,347,295,51,1.54415418,23.5,36.6,9.2,10.2,33.1,3
3158,3966,1213,18324,5240,12740,9596,3441,4957,13645,36583,49038,49038,6401,46854,7509,20592,19820,1517,6340,42674,6863,6701,6438,6097,772,18.00713263,6955,41.63515623,73.18023371,5106,8.634152091,25.98213385,6015,0.832992861,8,544,1081,4115,522,559,900,87,1.064480607,16.3,38.9,8.6,9.4,40.6,5
1562,1870,551,7150,2403,5500,4936,1816,2205,4801,12942,16184,16184,2355,16154,2576,6848,6512,857,1944,15331,1792,1763,1608,1646,336,5.942889892,3068,13.74084115,24.15165591,1484,2.849527253,8.574877733,2263,0.274912445,0,162,261,403,94,92,225,3,0.580820564,12.6,39.0,12.1,13.3,46.5,6
1293,1576,454,6790,1925,4318,3372,1294,1877,4977,12504,14755,14755,2374,14413,2605,4303,4053,545,2227,13370,1360,1160,1833,2037,250,5.418150047,3235,12.52756495,22.01913513,1433,2.597922307,7.817741037,2795,0.250638478,0,2632,200,1053,40,87,25,5,0.271094544,12.9,41.7,10.3,11.4,38.7,6
9041,10575,3383,51164,17668,31875,32770,12167,13065,38982,104790,131349,131349,19127,127135,27833,62275,60266,5938,16566,123234,15778,13688,15629,14788,2009,48.23236805,12816,111.5203747,196.014326,22022,23.12670262,69.59352542,9996,2.231183558,16,2084,2235,3999,1230,553,1449,98,0.936436517,24.0,39.0,8.6,9.5,34.8,3
7180,8594,2704,42295,12187,22898,22968,8454,11034,29554,83485,106727,106727,14416,103666,21332,50258,48455,4173,13928,97000,13988,12355,14479,12747,1803,39.19097933,15216,90.61534562,159.2705005,15569,18.7914913,56.54788531,11143,1.812937499,27,2762,2139,5558,1229,666,1410,135,1.151536162,21.9,37.1,8.6,9.4,32.3,4
3495,4389,1230,17046,5341,11681,10474,3825,4953,12008,31434,39583,39583,5586,39824,6483,14752,14050,1836,5160,38577,4648,4266,4700,4221,702,14.53518355,8392,33.607496,59.07037789,3397,6.969404181,20.97252751,6979,0.672383793,10,519,490,215,133,136,-43,32,0.33600283,11.9,40.0,11.1,12.3,40.9,3
1086,1350,392,5704,1801,4842,3426,1210,1576,4182,11364,14462,14462,2183,13839,2174,6368,6167,599,1813,13850,1679,1697,1775,1705,201,5.310558182,2022,12.27879663,21.58188629,1380,2.54633361,7.662498874,1589,0.24566138,0,164,229,263,57,50,294,13,0.394136357,13.8,38.6,9.6,10.5,48.5,2
2212,2638,818,11719,3591,8060,7284,2617,3264,7844,22034,28020,28020,3855,28137,4527,11940,11349,1362,3254,24301,3627,3297,3559,2858,591,10.28916058,4963,23.79006235,41.81471815,3326,4.93349936,14.84602534,3479,0.475966801,6,1303,563,2845,119,179,187,13,0.424696645,17.2,37.3,10.0,11.0,41.6,6
5124,6108,1820,25250,7965,16384,15434,5633,7251,16930,46006,56351,56351,8204,56500,11061,24002,23010,2920,7231,54296,6169,5242,6537,6450,992,20.69252276,10530,47.84417571,84.09354683,6964,9.921756689,29.8568299,7154,0.957216459,8,915,745,894,232,169,-125,15,0.411705205,16.8,38.6,11.1,12.3,39.4,4
2467,3113,929,14308,5051,10120,7818,2670,3748,10483,31481,40439,40439,6452,39713,8053,21459,20872,1083,5464,38512,5242,4595,4746,5136,587,14.84951337,4122,34.33427307,60.34780111,5443,7.12012065,21.42606776,4178,0.686924392,0,283,687,799,191,220,154,30,0.472316328,19.6,35.2,7.8,8.7,36.4,2
1138,1378,435,6761,1925,4478,3805,1316,1721,5183,13462,17276,17276,2181,17097,3208,8422,8104,737,2059,15073,2632,1949,2577,1900,318,6.343880733,2555,14.66799133,25.78126591,1800,3.041796393,9.153459448,1512,0.2934619,0,1094,347,1636,131,84,141,5,0.758277379,16.4,40.2,8.5,9.3,40.7,4
2632,3266,950,13404,4403,8684,8189,2939,3858,9379,25696,31756,31756,4421,31566,6050,12973,12424,1324,4010,30599,3695,3167,4276,3521,549,11.66104865,7129,26.96207066,47.3900139,3432,5.591299274,16.82549538,4425,0.539429041,5,1263,444,370,221,113,121,9,0.695931478,15.2,38.4,10.2,11.3,38.4,6
807,950,280,3427,1154,2579,2417,898,1116,2347,6160,7717,7717,1134,7684,1114,2857,2715,424,912,7434,865,822,767,741,142,2.833742048,1601,6.55203109,11.51620913,818,1.358737136,4.08875009,1084,0.131086217,0,96,113,127,7,29,26,7,0.090708825,14.6,40.0,13.1,14.5,46.1,6
3312,4152,1178,15993,5259,11539,9766,3550,4854,11257,28499,35774,35774,5366,35262,5691,14847,14151,1507,4482,33992,4060,3858,3942,3750,696,13.13648931,7981,30.37350787,53.386143,2738,6.29875111,18.95437939,5440,0.607681525,5,294,636,755,155,216,293,20,0.433275563,10.8,41.3,11.6,12.8,45.4,5
3779,4519,1392,20626,6490,14366,12449,4410,5630,14527,42354,55700,55700,7620,54074,10368,25484,24612,2294,6866,51438,7411,7175,6834,6600,872,20.45347053,8745,47.29145156,83.12204856,7266,9.807134701,29.51190619,5095,0.94615813,14,557,1214,2156,588,266,759,38,1.055655296,19.6,36.0,8.9,9.9,38.7,5
1112,1340,427,6206,1704,4126,3458,1203,1766,4556,10953,14328,14328,2017,14554,2581,7019,6748,684,1701,11818,1927,1758,1670,1664,271,5.261352347,2736,12.16502546,21.38191583,1281,2.522740144,7.591500751,1858,0.243385165,0,194,295,2054,50,107,-137,4,0.348967058,13.0,43.1,10.1,11.1,41.9,4
