Heart disease_number,COPD_number,CKD_number,anycondition_number,60-69,High school diploma only 2014-18,Population Aged 60+,70-79,diabetes_number,Obesity_number,county_pop2018_18 and older,TOT_POP,POP_ESTIMATE_2018,50-59,Total Population,Some college or associate's degree 2014-18,Civilian_labor_force_2018,Employed_2018,80+,40-49,White-alone pop,19-Oct,0-9,20-29,30-39,Unemployed_2018,Family Medicine/General Practice Primary Care (2019),POVALL_2018,Total nurse practitioners (2019),Total Specialist Physicians (2019),Bachelor's degree or higher 2014-18,Total physician assistants (2019),Internal Medicine Primary Care (2019),Less than a high school diploma 2014-18,Total Hospitals (2019),ICU Beds_x,GQ_ESTIMATES_2018,Two or more races pop,Black-alone pop,Asian-alone pop,Native American/American Indian-alone pop,N_POP_CHG_2018,Hawaiian/Pacific Islander-alone pop,% Asian-alone,Percent of adults with a bachelor's degree or higher 2014-18,Obesity_Upper 95% CI,Heart disease_prevalence,Heart disease_Upper 95% CI,Percent of adults with a high school diploma only 2014-18,Urban_rural_code
142,122,56,684,298,447,650,227,190,525,1525,1897,1897,276,1913,528,1192,1164,163,171,1832,204,200,164,194,28,1.238925852,283,1.027521837,2.699088463,356,0.808251627,0.87904739,97,0.091444527,0,24,34,7,0,24,0,0,0.0,24.9,36.4,9.3,10.3,31.3,6
147,124,58,719,330,439,734,225,193,537,1622,1987,1987,269,1958,623,1173,1145,202,189,1968,233,174,196,169,28,1.297704622,253,1.076270897,2.827142211,319,0.846597777,0.920752327,56,0.09578296,0,54,7,4,2,5,-12,1,0.100654253,22.2,35.0,9.1,10.1,30.5,6
117,101,47,636,294,532,614,189,161,508,1549,1996,1996,285,2019,519,1064,1037,156,196,1931,253,230,165,228,27,1.303582499,178,1.081145802,2.839947586,400,0.850432392,0.92492282,65,0.096216803,0,41,31,14,8,12,-31,0,0.400801603,26.4,34.8,7.5,8.4,35.1,5
45,42,18,228,102,183,213,69,63,188,498,660,660,99,682,170,416,405,27,56,650,70,103,52,82,11,0.431044313,70,0.357493101,0.939060825,124,0.2812051,0.305836203,16,0.031815175,0,3,7,1,1,1,11,0,0.151515152,25.2,39.9,9.1,10.1,37.1,6
159,141,63,810,323,567,760,230,209,650,1820,2356,2356,324,2436,715,1214,1182,213,215,2316,291,298,215,247,32,1.538697579,294,1.276142039,3.352162582,292,1.003816992,1.091742568,106,0.113570536,0,56,16,18,3,3,-21,0,0.127334465,17.4,37.5,8.7,9.7,33.8,6
2997,3103,1331,20472,6464,12202,11885,3847,4937,16668,44687,61607,61607,7524,61233,12887,31628,30629,2416,7229,55992,8982,9376,7724,8045,999,40.23537425,7839,33.36981435,87.65563675,8235,26.24879177,28.54795601,6026,2.969753813,16,1039,978,2277,891,1192,230,277,1.446264223,20.9,38.5,6.7,7.4,31.0,4
479,449,198,2923,1228,1919,2394,761,692,2339,7046,9280,9280,1214,9149,2367,4682,4566,527,1040,9084,1254,1194,1024,1038,116,6.060744282,593,5.026569663,13.20376433,1624,3.953914127,4.300242372,334,0.447340649,0,116,93,40,31,31,70,1,0.334051724,26.0,34.9,6.8,7.6,30.7,4
248,226,97,1263,555,711,1149,376,334,976,2680,3401,3401,483,3469,967,1772,1731,253,346,3338,406,391,294,297,41,2.221184408,371,1.842172783,4.839008888,522,1.449058399,1.575983223,243,0.163944563,0,40,28,8,7,20,-27,0,0.205821817,21.4,38.5,9.3,10.3,29.1,6
78,68,29,354,155,185,294,93,100,273,710,916,916,119,957,302,595,582,90,59,895,85,130,100,85,13,0.598237259,148,0.496157092,1.3033026,126,0.390278593,0.424463579,82,0.044155607,0,0,8,3,4,5,23,1,0.436681223,18.1,40.4,11.0,12.3,26.6,6
202,188,80,1075,439,764,867,277,285,856,2166,2806,2806,351,2860,746,1252,1210,206,282,2750,374,316,234,327,42,1.832591428,424,1.519887336,3.992431326,380,1.195547741,1.300267252,148,0.135262701,0,26,29,7,5,15,-9,0,0.178189594,18.6,41.3,9.3,10.3,37.5,6
622,559,246,3587,1461,2333,2986,895,846,2766,7619,10178,10178,1425,10293,2724,5725,5579,636,952,9905,1294,1465,990,1060,146,6.647225787,1210,5.512976943,14.48145618,1504,4.33652349,4.716364963,518,0.49062857,0,112,91,39,56,75,-8,12,0.550206327,21.2,37.9,8.2,9.1,33.0,6
51,44,20,231,118,177,316,79,66,182,531,682,682,61,684,179,401,386,73,69,666,90,77,56,59,15,0.445412457,55,0.369409538,0.970362853,122,0.290578603,0.316030743,33,0.032875681,0,22,11,0,2,3,14,0,0.293255132,23.9,36.3,9.7,10.8,34.6,6
388,359,154,2279,848,1663,1788,580,533,1861,4897,6468,6468,881,6385,1556,3316,3216,411,731,6294,848,846,623,700,100,4.224234269,650,3.50343239,9.202796086,914,2.755809976,2.997194791,319,0.31178872,0,66,64,32,33,39,54,6,0.510204082,20.5,39.8,7.9,8.8,37.4,4
510,479,199,2695,1102,2056,2404,675,699,2103,5533,7097,7097,958,7276,1854,4155,4052,514,755,6884,876,820,648,749,103,4.635032562,821,3.844134148,10.09774951,789,3.023806957,3.28866596,451,0.342109546,0,88,83,47,25,56,-67,2,0.352261519,15.3,39.7,9.2,10.2,39.9,6
317,305,128,1783,640,1588,1335,385,457,1596,4168,5134,5134,708,5200,1052,2074,2000,308,630,4601,568,488,655,752,74,3.353002279,563,2.780863001,7.304754964,602,2.18743482,2.37903495,521,0.247483502,0,1026,56,326,71,80,-42,0,1.382937281,16.0,39.8,7.6,8.4,42.2,6
372,347,152,2284,816,1523,1735,533,522,1815,4933,6544,6544,876,6547,1748,3743,3666,364,753,6390,900,837,717,748,77,4.273869675,591,3.544598262,9.310930363,1010,2.788191169,3.032412293,172,0.315452286,0,72,76,20,18,37,31,3,0.275061125,22.7,38.7,7.5,8.3,34.2,5
582,526,229,2886,1282,1910,2712,952,797,2291,6436,8021,8021,1181,8129,2323,4548,4412,530,812,7703,870,862,732,800,136,5.2384946,949,4.34462449,11.41243466,1241,3.417494096,3.716836645,531,0.386650792,0,34,130,77,50,61,-57,0,0.62336367,20.7,37.2,9.0,10.0,31.8,6
65,54,25,294,130,196,230,104,83,209,652,810,810,118,720,203,586,573,92,66,794,89,78,67,66,13,0.52900893,148,0.438741533,1.15248374,126,0.345115349,0.375344431,26,0.039045897,0,0,7,0,4,5,17,0,0.493827161,22.9,34.0,9.9,11.1,35.6,6
273,255,108,1336,505,887,1160,397,369,1075,2837,3618,3618,511,3688,960,2016,1963,261,364,3379,433,431,348,368,53,2.362906553,443,1.959712181,5.147760705,478,1.541515228,1.676538459,301,0.174405007,0,45,105,10,38,82,17,4,1.050304035,18.2,39.7,9.6,10.7,33.8,6
566,515,228,2937,1258,1954,2628,808,776,2450,6380,8419,8419,1099,8496,2128,4635,4494,697,780,7319,1115,1114,765,783,141,5.498427383,1098,4.560203663,11.9787168,1273,3.587069293,3.901265143,519,0.405836307,0,221,162,29,38,865,-39,6,0.451360019,21.7,40.0,8.9,9.8,33.3,6
13323,13405,5981,96119,33192,42019,55100,18150,20894,76855,244760,317272,317272,34460,306357,62851,173384,168976,10355,35783,275736,43912,40506,58941,41973,4408,207.2095323,37583,171.8523502,451.4207668,74339,135.179552,147.0200967,12495,15.29403691,108,14984,9298,13440,15376,3114,3295,308,4.846314834,38.8,32.6,5.4,6.0,21.9,3
2043,1963,817,13291,4715,7268,8746,2750,2978,11094,26926,35185,35185,4407,35569,9973,18306,17763,1866,4185,33438,4704,4358,3859,4341,543,22.97923357,3472,19.05817388,50.06190172,5364,14.99121428,16.30431335,1642,1.696086288,19,606,528,461,345,383,-129,30,0.980531477,22.1,42.6,7.6,8.3,30.0,5
47,43,19,251,117,164,229,71,65,201,555,749,749,94,919,263,469,456,39,87,731,117,91,53,80,13,0.489169986,69,0.405700504,1.065691755,115,0.319125181,0.347077752,43,0.036105404,0,0,5,3,3,7,-13,0,0.400534045,19.7,38.4,8.5,9.3,28.0,5
44,40,18,238,127,163,172,81,64,181,501,618,618,88,537,181,395,383,33,49,608,67,61,56,56,12,0.403614221,105,0.33474354,0.879302409,107,0.26331023,0.286373899,10,0.029790573,0,0,0,7,1,2,13,0,0.161812298,23.2,38.3,8.8,9.7,35.4,6
36,34,14,179,78,84,115,51,49,142,401,492,492,85,432,133,440,429,34,61,484,77,30,40,36,11,0.321323943,57,0.266494857,0.700027161,84,0.20962562,0.227986988,37,0.023716767,0,0,6,2,0,0,-2,0,0.0,24.9,37.7,9.0,10.2,24.9,5
1859,1835,785,10881,4145,7034,7213,2193,2697,8693,26423,35392,35392,4522,35062,8494,19398,18914,1701,3713,32786,4837,5172,4579,4530,484,23.11442475,3992,19.17029671,50.35642534,5147,15.07941043,16.4002347,2260,1.706064684,24,1267,589,600,668,721,120,28,1.887432188,22.4,34.3,7.0,7.8,30.7,5
481,447,192,2833,1003,1814,2144,661,694,2455,5989,7733,7733,1114,7829,2396,4053,3940,469,876,7442,961,941,830,878,113,5.050402536,811,4.1886275,11.00266267,954,3.294786416,3.583380847,332,0.372767806,0,195,99,42,75,66,-128,9,0.969869391,17.4,42.8,8.0,8.8,33.0,4
300,283,121,1654,665,1108,1322,412,439,1298,3605,4686,4686,599,4903,1198,2599,2530,280,545,4477,621,560,476,528,69,3.060414624,669,2.538201017,6.667331859,611,1.996556207,2.171437042,450,0.225887746,0,78,69,19,33,87,-122,1,0.704225352,18.1,37.8,8.3,9.2,32.9,6
221,216,90,1287,549,915,1046,245,317,1044,2741,3532,3532,535,3569,880,2026,1977,256,363,3440,441,417,358,368,49,2.306740173,401,1.913129747,5.025398234,496,1.504873351,1.636687075,213,0.170259394,0,143,43,17,4,27,-44,1,0.113250283,19.8,40.0,8.1,9.0,36.5,6
383,370,159,2362,942,1447,1894,552,559,1940,5450,6958,6958,856,7041,1542,3608,3484,388,623,6670,982,841,913,861,124,4.544252017,824,3.768843935,9.899977608,1292,2.964583459,3.224255002,320,0.335409077,0,467,106,98,41,35,-3,8,0.589249784,28.1,37.3,7.0,7.8,31.4,6
321,292,125,1571,665,1200,1511,480,420,1256,3357,4195,4195,561,4318,1078,2388,2325,353,393,4083,500,420,395,428,63,2.739743778,455,2.272247816,5.968727517,595,1.787356655,1.943913443,235,0.202219184,0,50,53,8,27,24,-65,0,0.643623361,19.1,39.1,9.6,10.6,38.6,6
884,882,372,5337,2045,3956,4084,1260,1317,4423,12151,15985,15985,2201,15875,3633,8134,7904,971,1825,15308,2089,2092,1672,1830,230,10.43976265,1464,8.658374575,22.74376862,2368,6.810702297,7.407260163,924,0.77055391,0,278,276,155,116,106,53,24,0.725680325,21.8,37.9,7.3,8.1,36.4,6
218,197,83,1050,404,783,885,297,284,765,2063,2632,2632,354,2704,598,1472,1435,258,233,2557,294,323,230,239,37,1.718952473,357,1.425639154,3.744860745,342,1.121411852,1.219637707,230,0.126875063,0,39,49,15,6,5,-1,0,0.227963526,17.5,39.0,10.6,11.8,40.1,6
167,150,67,836,426,521,883,248,220,683,2196,2929,2929,346,2904,789,1808,1773,216,299,2868,403,396,243,352,35,1.912922414,297,1.58651105,4.167438116,533,1.247954146,1.357263999,220,0.141191892,0,35,20,24,5,10,35,2,0.170706726,25.8,32.9,7.6,8.6,25.3,6
502,470,208,2966,1066,1994,2410,761,706,2462,6859,8996,8996,1251,9163,2235,4903,4793,603,979,8736,1184,1155,981,1016,110,5.875264608,828,4.872739298,12.79968361,1617,3.832910721,4.168640127,396,0.433650483,0,239,105,38,39,74,-46,4,0.433526012,25.9,37.6,7.3,8.2,31.9,6
396,371,161,2253,890,1673,1814,564,552,1760,5381,7142,7142,1054,7175,1852,4089,3983,409,761,6970,970,945,722,827,106,4.664421947,690,3.868508678,10.16177638,1082,3.042980032,3.309518429,254,0.344278763,0,90,80,36,28,27,34,1,0.392047046,22.3,34.4,7.4,8.1,34.4,5
1683,1607,716,10869,4014,6665,7783,2293,2584,8954,24667,33363,33363,4254,32875,7768,17328,16870,1668,3584,31729,4633,4868,3961,4088,458,21.78929003,2789,18.07127626,47.46952471,4822,14.21491778,15.46002007,2463,1.608257121,5,447,379,359,401,441,81,54,1.201930282,22.2,37.7,6.8,7.5,30.7,5
328,312,133,1778,809,1207,1551,455,445,1494,4083,5278,5278,722,5244,1387,2902,2834,355,617,5146,741,583,505,491,68,3.447048311,441,2.858861496,7.509640962,771,2.24878866,2.445762849,294,0.254424994,0,111,68,17,12,32,-66,3,0.227358848,21.1,38.3,8.0,8.9,33.0,6
669,629,269,3769,1475,2331,2755,813,915,2865,8378,10726,10726,1412,10870,3066,5826,5689,722,1098,10300,1406,1282,1285,1233,137,7.005123187,1135,5.809804548,15.26116123,1387,4.570008936,4.97030169,580,0.517044807,0,428,141,146,51,85,-24,3,0.475480142,18.8,35.8,8.0,8.8,31.7,6
567,538,226,3076,1207,2071,2480,748,762,2581,6265,7937,7937,1158,8045,2282,4231,4105,638,787,7412,933,916,725,825,126,5.183634415,1004,4.299125368,11.29291783,1060,3.381704356,3.677912037,396,0.382601588,0,148,201,37,34,252,-44,1,0.428373441,18.2,42.9,9.0,10.0,35.7,6
95,87,37,514,288,384,505,124,129,394,1089,1360,1360,167,1381,346,906,884,106,123,1334,146,146,110,150,22,0.888212524,194,0.736652451,1.935034428,206,0.579452932,0.630207934,50,0.065558543,0,27,6,2,5,13,-62,0,0.367647059,20.9,38.3,8.7,9.7,38.9,6
772,780,329,4464,1454,3097,2883,887,1193,3715,10737,14350,14350,1741,14325,3053,7441,7217,616,1746,13075,2242,2012,1948,1704,224,9.371948324,1649,7.772766666,20.41745885,1255,6.114080574,6.649620478,1382,0.691739043,0,959,214,234,470,263,-7,94,3.275261324,14.3,35.9,7.2,7.8,35.2,6
6521,6373,2981,57137,16895,23961,26946,9243,10772,49546,133908,184459,184459,22389,175188,38715,94057,91558,4975,23914,164064,26999,27738,24343,27963,2499,120.4697015,10399,99.91336351,262.4518496,45557,78.59213857,85.47612151,5401,8.891811298,8,1241,5998,7934,4874,1359,2781,230,2.6423216,40.1,38.4,4.9,5.4,21.1,3
1114,1098,458,7371,2739,4253,5028,1657,1643,5887,16129,21303,21303,3246,20953,5370,10948,10650,1030,2323,20669,2872,2761,2171,2504,298,13.91293485,1637,11.53890232,30.31032236,3620,9.07653369,9.871558539,1035,1.026907096,0,334,324,117,88,104,284,1,0.413087359,25.4,38.4,6.9,7.7,29.8,3
2151,2018,903,13498,4615,7002,9022,2691,3454,10579,26988,35989,35989,4315,36509,8777,18422,17831,2014,3994,33415,4959,4936,4270,4195,591,23.50432392,5021,19.49366547,51.20584854,5412,15.33377322,16.67687745,3016,1.734842956,22,884,556,431,323,1216,-224,48,0.897496457,22.4,40.5,8.0,8.7,28.9,5
825,798,351,5158,1980,2916,3968,1195,1139,4604,13230,17318,17318,2192,17045,4119,8730,8505,834,1844,16782,2740,2191,2285,2057,225,11.31034154,1155,9.380402308,24.64038692,3165,7.378651385,8.024956616,643,0.834810923,0,1321,219,132,93,90,116,2,0.537013512,29.2,36.6,6.2,6.9,26.9,3
394,368,160,1861,841,1266,1703,539,560,1422,4041,5190,5190,626,5241,1202,2690,2621,419,552,4364,630,624,432,527,69,3.389575735,834,2.811195749,7.384432852,873,2.211294646,2.404984688,354,0.250182971,0,136,210,21,26,555,-88,14,0.500963391,23.6,36.7,9.8,10.9,34.3,6
217,195,85,1126,491,865,1003,331,289,854,2400,3038,3038,425,3048,804,1701,1656,262,300,2985,371,331,272,255,45,1.984110036,417,1.645551577,4.322525435,405,1.294395595,1.407773311,157,0.146446217,0,53,18,8,15,12,-52,0,0.493745886,18.2,37.5,9.0,10.0,38.8,6
92,78,35,427,219,278,415,120,118,313,966,1187,1187,175,1256,320,743,724,110,110,1148,144,99,104,106,19,0.775226666,198,0.642945926,1.688886666,239,0.505743111,0.550041778,60,0.057219111,0,0,16,2,3,18,-14,0,0.252737995,26.6,34.4,9.6,10.7,31.0,5
324,316,133,1749,800,1314,1401,412,475,1399,4471,5970,5970,845,6020,1791,3468,3383,301,658,5755,822,791,652,689,85,3.898991742,446,3.233687596,8.494232009,676,2.543627946,2.766427474,286,0.287782724,0,0,80,65,19,50,-7,1,0.318257956,16.6,32.8,7.2,8.0,32.3,5
328,299,131,1697,762,1280,1792,492,443,1370,3882,5039,5039,658,5133,1369,2866,2802,411,507,4908,635,622,482,470,64,3.290958021,528,2.729405661,7.169587118,721,2.146958328,2.335013072,267,0.242904044,0,121,68,24,17,21,3,1,0.337368526,19.8,37.1,8.4,9.5,35.2,6
47,43,19,254,133,137,195,74,65,197,548,720,720,75,643,183,440,427,42,82,694,90,93,59,72,13,0.47023016,107,0.389992474,1.024429991,112,0.3067692,0.333639494,35,0.034707464,0,2,5,6,2,13,-10,0,0.277777778,24.0,38.0,8.5,9.5,29.3,6
410,450,179,2604,636,1272,1213,342,687,2163,4662,7303,7303,756,7055,1470,2968,2848,247,642,2741,1373,1506,1020,781,120,4.769570635,1725,3.955715328,10.39085031,646,3.111577033,3.384123927,480,0.352039737,0,50,210,35,38,4277,78,2,0.520334109,16.7,47.7,8.8,9.4,32.9,6
284,252,111,1423,564,1083,1353,469,374,1130,3230,4190,4190,544,4252,996,2084,2024,313,405,4098,501,537,399,458,60,2.736478291,511,2.269539535,5.96161342,681,1.785226314,1.941596502,225,0.20197816,0,45,44,18,15,13,-40,2,0.357995227,22.8,36.8,8.8,9.8,36.3,6
1008,986,428,6318,2728,4267,4635,1543,1477,5290,15650,20667,20667,3080,20414,4761,11209,10894,877,2491,20043,2899,2597,1995,2457,315,13.49756488,1423,11.19440897,29.4054092,4175,8.805554231,9.576843653,589,0.996248836,0,143,260,165,91,88,316,20,0.440315479,30.3,35.6,6.4,7.2,30.9,3
467,425,196,2944,1039,1359,1963,571,634,2670,7521,9403,9403,1055,9409,1916,5665,5529,511,853,8984,1490,1040,1894,950,136,6.141075268,1177,5.093193377,13.37877112,1841,4.006320532,4.357239119,224,0.453269841,0,928,130,136,59,81,143,13,0.627459322,34.5,37.1,6.2,6.8,25.4,6
236,218,94,1286,507,868,1110,329,320,1056,2758,3533,3533,504,3597,862,1645,1599,252,373,3396,430,411,391,336,46,2.30739327,450,1.913671403,5.026821053,562,1.505299419,1.637150463,194,0.170307599,0,155,77,18,15,14,13,13,0.424568356,22.6,40.1,8.5,9.5,34.9,6
64,58,25,303,146,220,289,83,86,236,649,805,805,114,846,280,562,548,68,78,790,76,95,74,71,14,0.525743443,112,0.436033252,1.145369643,111,0.342985008,0.37302749,31,0.038804873,0,0,11,0,3,1,-11,0,0.372670808,17.3,38.4,9.9,11.0,34.3,6
749,697,311,5085,1769,2746,3577,1123,1073,4329,10533,13772,13772,1711,13832,3364,7309,7127,846,1401,13090,1832,1790,1704,1596,182,8.994458002,1255,7.459689374,19.59506922,2618,5.867813077,6.381782106,584,0.663876662,0,786,211,230,112,120,2,9,0.813244264,28.1,42.9,7.1,7.9,29.5,6
1536,1661,609,8598,3148,5327,5694,2198,2253,5924,18866,24440,24440,3273,24022,6767,11214,10778,938,2581,20587,3001,3098,3104,3099,436,7.256952958,2756,6.77369305,24.85566796,2880,4.260741526,11.36466218,1492,0.3543906,0,304,1073,589,755,1337,451,99,3.089198036,17.5,32.7,8.1,8.9,32.4,5
120639,127559,53399,754963,236827,415643,405618,152420,203181,539916,1714018,2231647,2231647,280975,2112436,483389,1098114,1045471,65641,301058,1560118,282564,284364,304002,323796,52643,662.6414606,307977,618.5143933,2269.602161,347159,389.0536434,1037.721533,208782,32.35984935,535,22978,107138,286291,231352,27371,48337,19377,10.36687254,23.9,32.4,7.0,7.6,28.6,1
3663,3524,1426,16821,9122,8797,16331,6554,4883,11354,40550,48467,48467,7177,47632,14903,22882,21889,2864,4891,44401,4936,3829,4192,4902,993,14.3912741,3457,13.43292066,49.29131174,10552,8.449482796,22.53727831,2284,0.70279252,0,230,1460,497,883,1118,449,108,1.821858172,28.9,29.6,9.0,10.0,24.1,5
2456,2886,1036,15710,5223,9833,8008,2594,3692,11868,38162,52460,52460,6755,52377,12408,27148,26260,1173,6405,46163,7764,7781,7191,7574,888,15.57691294,4276,14.53960464,53.35222344,6055,9.145601491,24.39403347,4906,0.760692752,7,792,1350,731,684,3394,89,138,1.303850553,18.2,32.4,6.4,7.1,29.6,5
100,93,36,380,135,325,386,143,126,242,700,826,826,103,1102,223,433,412,77,86,699,69,65,58,90,21,0.245263631,119,0.22893087,0.840048352,127,0.144000511,0.384092101,94,0.011977358,0,1,33,30,4,59,-17,1,0.484261501,16.5,36.2,14.3,15.7,42.3,6
118,128,46,682,263,516,452,150,171,481,1527,2003,2003,334,1728,563,1064,1035,61,272,1839,271,245,171,236,29,0.594749459,189,0.555143502,2.037066404,155,0.349192524,0.931400096,90,0.029044369,0,1,57,20,21,63,53,3,1.048427359,11.7,33.1,7.7,8.3,39.0,5
899,1006,366,5399,1962,3775,3163,1004,1334,3797,12249,16786,16786,2169,17088,3632,8170,7894,438,1976,15062,2374,2543,2038,2282,276,4.984255825,1977,4.652340897,17.07149109,1789,2.926383275,7.805532706,1803,0.24340428,3,183,508,186,155,817,84,58,0.923388538,16.3,32.4,7.3,8.0,34.3,5
331,374,133,1823,597,1428,1155,416,486,1314,4093,5575,5575,768,5887,1280,3151,3034,192,616,4959,749,851,633,753,117,1.655381045,616,1.545144793,5.669817875,427,0.971916285,2.592389184,558,0.080839918,0,16,140,58,91,326,-29,1,1.632286996,11.6,33.6,8.1,8.8,38.7,6
370,387,139,1907,737,1225,1418,579,485,1264,4170,5201,5201,649,5203,1317,2088,1995,280,590,4743,695,484,591,596,93,1.544329474,655,1.441488443,5.289456998,665,0.906715085,2.418478232,540,0.075416756,0,290,130,172,41,97,19,18,0.78830994,17.7,31.9,8.9,9.8,32.7,6
3921,4371,1548,21671,8214,12395,14565,5699,5438,14036,43862,55808,55808,7548,52303,15496,22467,21255,2067,6150,50005,6666,6370,6132,6962,1212,16.57103235,5803,15.46752298,56.75716519,5329,9.729274266,25.95086198,4907,0.809240204,0,361,2087,756,911,1862,1893,187,1.632382454,14.0,33.3,8.9,9.8,32.5,5
407,432,159,1994,709,1228,1341,512,583,1345,3626,4514,4514,620,4471,1207,1929,1823,282,405,3131,454,512,477,543,106,1.34033902,941,1.25108226,4.590772715,482,0.786947105,2.099021484,432,0.065454958,0,52,211,191,154,817,60,10,3.41160833,14.4,38.5,11.2,12.1,36.7,6
4314,4460,1624,20377,8338,12475,15960,6753,5845,12148,37728,45346,45346,6490,43296,12639,16801,15841,2735,4286,40308,4346,4031,4388,3979,960,13.46455764,6725,12.56791674,46.11723073,3890,7.905384011,21.08600537,4816,0.657536666,0,1165,1491,1622,830,822,1295,273,1.830370926,11.5,33.5,11.4,12.5,36.9,5
449,476,174,2723,771,1740,1468,532,651,1920,5580,6666,6666,1009,6661,1712,2586,2480,198,1056,5751,627,589,918,966,106,1.97933095,889,1.847522008,6.779373265,762,1.162115508,3.099706959,945,0.096659891,0,1800,199,308,87,302,193,19,1.305130513,14.8,35.9,8.0,8.7,33.7,6
341,331,130,1735,896,942,1510,635,463,1123,3543,4029,4029,689,3891,1136,2005,1916,195,439,3668,328,214,292,341,89,1.196328292,306,1.116661592,4.097523985,902,0.702394747,1.87349525,162,0.058422247,0,5,105,65,97,75,26,19,2.407545297,28.7,33.6,9.6,10.7,30.0,3
25303,28056,10881,135008,56992,74194,95558,34959,35775,93065,364959,465735,465735,60518,445551,105108,250005,240941,14568,55621,394949,55990,55444,67154,64489,9064,138.290384,47627,129.0812575,473.6560767,94467,81.19379928,216.5679599,36417,6.753359487,331,5308,17582,12611,26822,10328,8402,3443,5.759068998,30.5,26.5,6.9,7.6,23.9,3
630,671,242,3901,1161,2681,2291,737,889,2604,7591,9475,9475,1301,9858,2336,4604,4434,422,1145,8120,1019,1033,1229,1428,170,2.813405453,1082,2.626053259,9.636147868,1053,1.651821848,4.405899106,996,0.137391609,0,1301,259,483,114,480,-124,19,1.203166227,14.9,35.8,8.3,9.0,37.9,6
3796,4017,1533,21611,7612,10705,14410,5152,5513,15857,44171,55414,55414,7617,54219,14594,25718,24502,2586,6363,49208,6267,6149,6958,6710,1216,16.45404219,5952,15.35832351,56.35646416,8654,9.660586371,25.76765098,4939,0.803527033,24,2828,1766,1238,1410,1603,806,189,2.544483344,22.3,37.3,8.6,9.4,27.5,4
3993,4334,1508,21743,9819,12773,17260,5965,5626,15022,49741,61022,61022,9807,60383,14160,31291,30503,3036,7036,58846,6663,5726,6378,6592,788,26.13702894,4149,45.61608837,100.6792956,14527,23.43785211,39.09307771,3336,1.259615852,10,1008,899,398,685,182,177,12,1.122545967,32.4,31.8,8.0,8.9,28.5,5
3636,3907,1421,17594,9460,11072,16281,6076,5233,11966,41120,48779,48779,7855,47524,11220,23607,23009,2936,5072,47332,4589,3892,4388,4511,598,20.89308994,4358,36.46401584,80.47975094,12435,18.73545587,31.2497335,2286,1.006895901,8,440,605,289,361,172,670,20,0.740072572,33.6,30.8,8.8,10.0,29.9,6
4407,5094,1781,25593,11083,16625,19389,6627,6566,19785,62808,76493,76493,11223,76109,15407,41020,39990,3441,8139,73072,9512,7274,10334,8860,1030,32.76358944,7307,57.18120428,126.2046698,17288,29.38008622,49.00440485,3713,1.578968166,27,4624,1201,623,1322,240,308,35,1.728262717,32.6,33.1,7.0,7.9,31.3,5
2488,2709,906,12644,5307,9801,9795,3122,3464,9786,26450,31589,31589,4972,32119,7447,14606,14139,1848,3831,30483,3117,2568,3463,3361,467,13.53024495,3828,23.61388705,52.11822408,4415,12.13297352,20.23714778,2779,0.652059997,3,2439,472,287,192,153,5,2,0.607806515,18.1,38.6,9.4,10.4,40.1,5
5071,5701,2129,25559,13134,16968,23734,8115,7281,19719,75264,89786,89786,12599,89280,15927,49592,48560,4398,9488,83217,11068,7558,13321,10105,1032,38.45726591,7427,67.11818869,148.136594,25442,34.48577545,57.52042009,4538,1.853362212,54,7102,1692,1093,3406,348,-161,30,3.79346446,40.5,27.7,6.7,7.6,27.0,5
19634,23766,8508,124514,50245,75884,84563,27809,32577,95879,330618,415247,415247,64837,406371,81270,236915,230692,15792,53066,373807,49814,44291,55361,54032,6223,177.8591796,30147,310.4117179,685.1098862,107563,159.4916223,266.0234545,23576,8.571526726,62,7759,8498,12645,18683,1340,2090,274,4.499249844,37.3,30.4,5.9,6.6,26.3,3
7788,9182,3308,45677,20726,29457,34833,11446,12030,32989,122183,151132,151132,23157,147958,32092,82759,80927,6783,18404,142168,18194,14970,19023,18429,1832,64.73307098,10149,112.9764784,249.3504524,37668,58.04807226,96.82106486,6698,3.119666071,18,6799,2478,2420,3579,436,963,51,2.368128523,35.6,28.3,6.4,7.2,27.8,5
15962,17362,6409,97555,43004,55297,69798,24065,23425,71266,249181,309176,309176,52130,302479,63927,185379,180279,12271,39725,293326,36055,30017,35317,36592,5100,132.4266995,16270,231.1199197,510.1049115,89911,118.7509646,198.070227,11565,6.382009616,43,2504,4622,3489,6895,697,1895,147,2.230121355,40.7,30.2,6.4,7.2,25.1,2
6329,7373,2656,41304,14983,23287,25034,8356,10328,31680,105954,130090,130090,17943,126552,24040,73309,71633,4571,14725,120505,17495,12898,23338,15781,1676,55.72033192,11673,97.24684435,214.6335677,29644,49.96608078,83.34073742,6270,2.685317201,17,9137,2560,1736,4876,352,669,61,3.748174341,35.6,31.4,6.0,6.6,28.0,2
2687,3252,1095,13923,6712,11841,11885,3988,4012,10316,34969,43144,43144,6772,43073,8588,23272,22779,2121,5209,41461,4738,4186,4603,4815,493,18.47949881,4768,32.25165541,71.18264775,8532,16.57111684,27.6397323,2846,0.890578256,0,730,734,313,461,170,75,5,1.068514741,26.8,31.1,7.7,8.5,37.2,5
